study_id,kri_section,kri_number,kri_label,kri_code,iqmp_risk_id,moderate_threshold,high_threshold,relative_score_direction,weight,applicable_visits,forms_variables,logic_summary,corrective_action,status,retirement_date,comment,associated_qtl
C4591081,study_specific,6,Early Termination Rate ASRP Risk ID(s) SR-05217,KRI_EARLY_TERM,,NA,NA,Both,High,,,"Early terminated subjects are considered those that have reported any time during the study in one of these
forms (DISPOSITION – TREATMENT, DISPOSITION – FOLLOW-UP) a disposition status other than
“COMPLETED”.
Early terminated subjects are also subjects that have reported any time during the study in WITHDRAWAL
OF CONSENT form.","Name: High Early Termination Rate
Actions
Action Description: The rate of early terminating patients is significantly higher at this site compared to
other sites in the study. Please discuss with the site and plan a retention strategy.",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591081,study_specific,7,"Missed Cardiac Illness AESI ASRP Risk ID(s) SR-05217, SR-05221",,,>=5% and <10%,>=10%,Both,High,,,"List of AE terms related to Myocarditis/Pericarditis:
• MYOCARDITIS
• PERICARDITIS
• MYOPERICARDITIS
• AUTOIMMUNE MYOCARDITIS
• CHRONIC MYOCARDITIS
• EOSINOPHILIC MYOCARDITIS
• GIANT CELL MYOCARDITIS
• HYPERSENSITIVITY MYOCARDITIS
• IMMUNE-MEDIATED MYOCARDITIS
• INFLUENZA MYOCARDITIS
• AUTOIMMUNE PERICARDITIS
• IMMUNE-MEDIATED PERICARDITIS
• PERICARDITIS ADHESIVE
• PERICARDITIS CONSTRICTIVE
• PLEAUROPERICARDITIS
• PALPITATIONS
• CHEST PAIN
• CHEST DISCOMFORT
• CHEST TIGHTNESS
• DYSPNEA
• SHORTNESS OF BREATH
List of terms related to Myocarditis/Pericarditis in POTENTIAL CLINICAL ENDPOINT ASSESSMENT -
POTENTIAL COVID-19 ILLNESS (CEPEA084):
• SHORTNESS OF BREATH OR DIFFICULTY BREATHING


CDS01-RF02
If one of the specified AE terms is reported in the ADVERSE EVENT REPORT form or “SHORTNESS OF
BREATH OR DIFFICULTY BREATHING” is reported in the POTENTIAL CLINICAL ENDPOINT
ASSESSMENT - POTENTIAL COVID-19 ILLNESS (CEPEA084) CRF, it is expected that the subject will
complete an UNPL_CARDIAC_ILL visit and proceed with the required procedures by entering data in the
forms below:
• SIGNS AND SYMPTOMS OF POTENTIAL CARDIAC DISEASE (CESOD006)
• LOCALLY READ ECGs REPEATING (EG001_3)
• LOCAL LABORATORY DATA - CLINICAL CHEMISTRY – TROPONIN (LB001_12_2)
If there is any adverse event associated with one of the listed AE terms or a “SHORTNESS OF BREATH OR
DIFFICULTY BREATHING” symptom reported in the POTENTIAL CLINICAL ENDPOINT ASSESSMENT -
POTENTIAL COVID-19 ILLNESS (CEPEA084) form, but no UNPL_CARDIAC_ILL visit has been performed,
or if there is at least one of the listed procedures that has not been done, then it will be flagged as non-
compliant.
Calculation only includes terms and procedures of cardiac illness that have reported within 42 days (6 weeks)
from the vaccination day.",,active,,Clinical will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591081,study_specific,8,Potential Cardiac Illness Rate ASRP Risk ID(s) SR-05217,KRI_CARDIAC_ILLNESS_RATE,,>= 15% and < 30%,>= 30%,Both,High,,,"For randomized subjects only.
Percentage of participants who reported at least 1 sign/symptom of potential cardiac disease within 6 weeks
after vaccination. A symptom to be considered valid must have the conditions below:
• Date of Assessment (Y_CEDTC_006) = NOT NULL
• Date of First Symptom Started (FAORRES_FSSDTC_006) = NOT NULL
• Was symptom present? (CEOCCUR_006) = YES","Name: Contact Site for More Information
Actions
Action Description: Site has higher number of patients with potential cardiac illness. Assess site procedure
regarding cardiac illness. Determine root cause and any further appropriate mitigations.",active,,"Clinical will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591081,study_specific,9,Prior Covid Vaccinations ASRP Risk ID(s) SR-05221,KRI_PRIOR_COVID_VACCINATIONS,,>= 50% and < 75%,>= 75%,Both,High,,,"For randomized subjects only.
Percentage of participants without any prior covid vaccination. A prior covid vaccination to be considered
valid must meet the conditions below:
• Medication Term (CMTRT_001) = NOT NULL
• Start Date (CMSTDTC_001_DTS) = NOT NULL","Name: Vaccination History Compliance
Actions
Action Description: Please review the site process for obtaining non-study vaccination history,
ensuring that COVID-19 vaccination history is recorded per protocol. Discuss with the site on entry into the
appropriate concomitant medication page.",active,,"Clinical will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591081,study_specific,10,AE Data Entry Timeliness ASRP Risk ID(s) SR-05222,KRI_AE_ENTRY_TIMELINESS,,2 business days,4 business days,Both,High,,,"For randomized subjects only.
The average time taken from when the site became aware of an Adverse Event (AESAWDTC_001) to when
the AE was entered/reported in the ADVERSE EVENT REPORT form.","Name: High Average Time of Logging AEs
Actions
Action Description: Average time pending from when the site became aware of an Adverse Event (AE) to
when the AE was entered/reported in the AE form is longer at this site compared to other sites. Site should
be retrained in database reporting requirements with the focus on AE reporting requirements.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591081,study_specific,11,SAE Data Entry Timeliness ASRP Risk ID(s) SR-05222,KRI_SAE_ENTRY_TIMELINESS,,2 days,3 days,Both,High,,,"For randomized subjects only.
The average time taken from when the site became aware of a Serious Adverse Event (AESAWDTC_001) to
when the Serious Adverse Event was entered/reported in the ADVERSE EVENT REPORT form.","Name: High Average Time of Logging SAEs
Actions
Action Description: Average time pending from when the site became aware of a Serious Adverse Event
(SAE) to when the SAE was entered/reported in the AE form is longer at this site compared to other sites.
Site should be retrained in database reporting requirements with the focus on SAE reporting requirements.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591081,sister,,"eDiary Compliance - Daily Entries ASRP Risk ID(s) SR-05217, SR-05214",,,,,,High,,"STUDY ANALYSIS SETS – SUBSET SELECTION (X_SAS001)
• SUPPDM_REACTOFL_001
REACTOGENICITY eDIARY (FAVSD068)
• R_VSDTEST_068
• X_VSDSDAY_068
• _SUPPFA_VSDMDTC_068
• Y_FADTC_068
TREATMENT - VACCINATION (EC001_2)
• ECSTDTC_001


CDS01-RF02","Only for vaccinated participants that are part of the reactogenicity subset.
Percentage of participants that did not complete their eDiaries on daily basis during the reactogenicity
collection period (up to 7 days post vaccination).","Name: eDiary Compliance
Actions
Action Description: Participants at the site have a higher rate of missing/late data entry in their eDiaries. Please
discuss with the site about eDiary completion training given to participants and daily entry
expectations/requirements. Please refer to the Investigator’s Electronic Diary Guidance Document for detailed
information on handling Diary Data.",active,,"in Study Risk Threshold Threshold
(Absolute Value)
Protocol Deviation Rate Yes n/a – only relative Above 1.3, 3 2 (High) Study Management will be assigned to
No score is available Below -1.3, -3 1 (Moderate) review this signal in CluePoints.
Both 0.5 (Low)
AE Rate Yes n/a – only relative Above 1.3, 3 2 (High) For AE under-reporting signals, Study
No score is available Below -1.3, -3 1 (Moderate) Management will be assigned to review
Both 0.5 (Low) the signals in CluePoints.
For AE over-reporting signals, Clinical will
be assigned to review the signals in
CluePoints.
SAE Rate Yes n/a – only rel",Key Blood Sample Collection - V1 and 1-Month Post Vaccination Visits
C4591082,global,,Protocol Deviation Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C4591082,global,,AE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"For AE over-reporting signals, Clinical will be assigned to review the signals in CluePoints.",
C4591082,global,,SAE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"the signals in CluePoints. For SAE over-reporting signals, Clinical will be assigned to review the signals in CluePoints.",
C4591082,global,,eDiary Open to Open,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,CDS01-RF02,
C4591082,global,,eDiary Open to Save,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C4591082,global,,eDiary Entry Time,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C4591082,study_specific,1,"eDiary Compliance - Daily Entries ASRP Risk ID(s) SR-04164, SR-04169",KRI_EDIARY_COMP_DAILY_ENTRIES,,>=10% and < 20%,> = 20%,,High,,,"For vaccinated participants only.
Percentage of vaccinated subjects that did not complete their eDiaries on daily basis during the reactogenicity
collection period (up to 7 days post vaccination).","Name: eDiary Compliance
Actions
Action Description: Participant at the site have a higher rate of missing/late data entry in their eDiaries. Please
discuss with the site about eDiary completion training given to participants and daily entry
expectations/requirements. Please refer to the Investigator’s Electronic Diary Guidance Document for detailed
information on handling Diary Data.",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591082,study_specific,2,"Missed Reactogenicity eDiary Entry - ASRP Risk ID(s) SR-04164, SR-04169",KRI_MSD_EDIARY_ALL_7_DAYS,,>=20% and < 30% missing,>= 30% missing,Both,High,,"REACTOGENICITY eDIARY (FAVSD068)
• R_VSDTEST_068
• X_VSDSDAY_068
• _SUPPFA_VSDMDTC_068
• Y_FADTC_068
TREATMENT - VACCINATION (EC001_2)
• ECSTDTC_001","Percentage of vaccinated subjects who did not complete all 7 days of self-reported reactogenicity eDiary
(D1 - D7) following their vaccination.
Programming includes 7 days of eDiary + 2 days to account for possible delayed entries.","Action Name: eDiary Compliance
Action Description: Site has a higher percentage of missing data entry for all 7 days of self-reported
reactogenicity eDiary (D1 - D7). Please discuss with site about eDiary completion training given to
participants and daily entry expectations/requirements. Please refer to the Investigator’s Electronic Diary
Guidance Document for detailed information on handling Diary Data.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591082,study_specific,3,Duplicate Dates - eDiary and PARR ASRP Risk ID(s) SR-04164,KRI_EDIARY_CRF_DUPS,,>=10% and < 30%,>= 30%,Both,High,,"PARTICIPANT-REPORTED REACTOGENICITY (FAVSD065)
• Y_SUPPFA_VSDMDTC_065
REACTOGENICITY eDIARY (FASVD068)
• Y_FADTC_068
• Y_SUPPFA_VSDMDTC_068
• X_VSDSDAY_068","For vaccinated subjects only.
Flags duplicate entries for subjects with same dates in both PARTICIPANT REPORTED
REACTOGENICITY CRF and VACCINATION EDIARY.","Action Name: PARR Retraining
Action Description: Please review the site process for PARR data entry. Discuss with the site reactogenicity
data entry guidelines and proper completion of the PARR CRF. Please refer to the Investigator’s Electronic
Diary Guidance Document for detailed information on handling Diary Data.


CDS01-RF02",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591082,study_specific,4,"Missed Follow-up Contact - Severe ASRP Risk ID(s) SR-04164, SR-04169",KRI_MISSED_FU_CONTACT_SEVERE,,>=5% and < 10% missing,>= 10% missing,Both,High,,,"For vaccinated subjects only.
Percentage of eDiary records (D1-D7) reported severity and have not been contacted by the site / have not
been reported in Contact Outcome CRF page.
Include +2 days from the most recent eDiary date for Data Entry.","Name: Severe Reaction Follow-up
Actions
Action Description: Please discuss with site the process for reviewing eDiary symptoms. As necessary,
retrain the site on expected review and contact expectations. Please refer to the Investigator’s Electronic
Diary Guidance Document for detailed information on handling Diary Data.",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591082,study_specific,5,Missed Sample Tracking – Immunogenicity ASRP Risk ID(s) SR-04165,KRI_MISSED_SAMPLE_TRACKING_SERUM,,>=5% and < 10% missing,>= 10% missing,,High,,,"For vaccinated subjects only.
Sample collection visits: V1_DAY1_VAX1, V2_MONTH1_POSTVAX
Sufficient number of serum aliquots per visit: 1
Percentage of subject-visits with no Immunogenicity SERUM samples collected, or with insufficient number of
SERUM samples collected.
Immunogenicity serum samples are expected to be collected at the specified visits. If a subject completes a
visit but no aliquots are collected, or if the number of aliquots is less than required, that subject-visit will be
flagged as non-compliant. A compliant subject-visit can be considered as the visit that has sufficient number of
aliquots collected that are also not skipped or disposed.","Name: Contact Site for More Information
Actions
Action description: Site has xx% of visits with less than x barcodes collected for Immunogenicity samples.
Please check with sites reason for consistent less than x aliquots collection. Please remind the site about
protocol requirements for Immunogenicity sample collection.


CDS01-RF02",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
